Title,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,Language,budget_max,Format
The Tomorrow Man,2019-08-02,94 min,"Drama, Romance",3 nominations,49.0,5.8,"2,036",tt8769848,354103.0,English,0.0,others
Aladdin,1992-11-25,90 min,"Animation, Adventure, Comedy",Won 2 Oscars. 34 wins & 22 nominations total,86.0,8.0,"431,684",tt0103639,217350219.0,English,183000000.0,others
Brightburn,2019-05-24,90 min,"Drama, Horror, Mystery",1 win & 2 nominations,44.0,6.1,"101,455",tt7752126,17300439.0,English,6000000.0,others
Booksmart,2019-05-24,102 min,Comedy,Nominated for 1 BAFTA Award29 wins & 62 nominations total,84.0,7.1,"123,175",tt1489887,22680962.0,"English, Mandarin, Spanish",6000000.0,others
The Perfection,2019-05-24,90 min,"Drama, Horror, Music",3 wins,60.0,6.2,"46,061",tt7772580,,"English, Mandarin",0.0,netflix
Always Be My Maybe,2019-05-31,101 min,"Comedy, Romance",1 win & 5 nominations,64.0,6.8,"58,354",tt7374948,,English,0.0,netflix
Godzilla: King of the Monsters,2019-05-31,132 min,"Action, Adventure, Fantasy",5 wins & 14 nominations,48.0,6.0,"188,596",tt3741700,110500138.0,"English, Japanese, Chinese, Spanish",170000000.0,others
Rocketman,2019-05-31,121 min,"Biography, Drama, Musical",Won 1 Oscar. 25 wins & 86 nominations total,69.0,7.3,"180,491",tt2066051,96368160.0,English,40000000.0,others
Ma,2019-05-31,99 min,"Horror, Mystery, Thriller",1 win & 8 nominations,53.0,5.6,"55,334",tt7958736,45896028.0,English,5000000.0,others
X-Men: Dark Phoenix,2019-06-07,113 min,"Action, Adventure, Sci-Fi",13 nominations,43.0,5.7,"192,158",tt6565702,65845974.0,"English, French",,others
The Secret Life of Pets 2,2019-06-07,86 min,"Animation, Adventure, Comedy",11 nominations,55.0,6.4,"64,507",tt5113040,158874395.0,English,80000000.0,others
Late Night,2019-06-14,102 min,"Comedy, Drama",1 win & 14 nominations,70.0,6.5,"39,119",tt6107548,15499454.0,English,4000000.0,others
The Last Black Man in San Francisco,2019-06-07,121 min,Drama,18 wins & 59 nominations,83.0,7.3,"20,419",tt4353250,4515719.0,English,0.0,others
Changeland,2019-06-07,86 min,"Comedy, Drama",,42.0,5.7,"2,431",tt6612946,,"English, Thai",0.0,others
Men in Black: International,2019-06-14,114 min,"Action, Adventure, Comedy",9 nominations,38.0,5.6,"138,295",tt2283336,80001807.0,"English, French, Chinese",110000000.0,others
Shaft,2000-06-16,99 min,"Action, Crime, Thriller",1 win & 13 nominations,50.0,6.0,"78,469",tt0162650,70334258.0,"English, German, Spanish",30000000.0,others
The Dead Don't Die,2019-06-14,104 min,"Comedy, Fantasy, Horror",2 wins & 7 nominations,53.0,5.4,"81,339",tt8695030,6563605.0,English,0.0,others
Murder Mystery,2019-06-14,97 min,"Action, Comedy, Crime",1 win & 6 nominations,38.0,6.0,"136,484",tt1618434,,"English, French, Latin, Spanish",24000000.0,netflix
Plus One,2019-06-14,98 min,"Comedy, Drama, Romance",1 win,65.0,6.6,"12,502",tt7645122,,English,0.0,others
Being Frank,2019-06-21,109 min,Comedy,3 wins & 5 nominations,41.0,6.1,"1,627",tt6547044,67343.0,English,0.0,others
Toy Story 4,2019-06-21,100 min,"Animation, Adventure, Comedy",Won 1 Oscar. 57 wins & 67 nominations total,84.0,7.7,"258,607",tt1979376,434038008.0,English,175000000.0,others
Anna,2019-06-21,118 min,"Action, Thriller",2 nominations,40.0,6.6,"86,158",tt7456310,7743794.0,"English, Russian, French, Italian, Dutch",34000000.0,others
Child's Play,1988-11-09,87 min,"Horror, Thriller",2 wins & 4 nominations,58.0,6.6,"107,345",tt0094862,33244684.0,English,10000000.0,others
Annabelle Comes Home,2019-06-26,106 min,"Horror, Mystery, Thriller",2 nominations,53.0,5.9,"79,046",tt8350360,74152591.0,English,30000000.0,others
Yesterday,2019-06-28,116 min,"Comedy, Fantasy, Music",2 wins & 19 nominations,55.0,6.8,"157,501",tt8079248,73286650.0,"English, Portuguese, Japanese",26000000.0,others
Ophelia,2019-06-28,106 min,"Drama, Romance, Thriller",4 wins & 4 nominations,60.0,6.5,"12,015",tt5690810,50722.0,"English, Norwegian, Latin",12000000.0,others
Killers Anonymous,2019-09-28,95 min,"Action, Crime, Mystery",,22.0,4.1,"10,076",tt8400758,,English,0.0,others
Spider-Man: Far from Home,2019-07-02,129 min,"Action, Adventure, Comedy",11 wins & 26 nominations,69.0,7.4,"508,301",tt6320628,390532085.0,"English, Italian, Czech",,others
Escape Plan: The Extractors,2019-07-02,97 min,"Action, Crime, Thriller",1 nomination,,4.4,"15,346",tt6772804,,"English, Chinese, German",3600000.0,others
Midsommar,2019-07-03,148 min,"Drama, Horror, Mystery",28 wins & 77 nominations,72.0,7.1,"341,772",tt8772262,27426361.0,"English, Swedish",9000000.0,others
Stuber,2019-07-12,93 min,"Action, Comedy, Crime",5 nominations,42.0,6.2,"49,018",tt7734218,22370452.0,"English, Spanish",16000000.0,others
Crawl,2019-07-12,87 min,"Action, Adventure, Horror",5 nominations,60.0,6.1,"87,641",tt8364368,39014193.0,English,13500000.0,others
Point Blank,1967-08-31,92 min,"Crime, Drama, Thriller",1 win,86.0,7.3,"21,910",tt0062138,,English,0.0,netflix
The Farewell,2019-08-09,100 min,"Comedy, Drama",Nominated for 1 BAFTA Award36 wins & 189 nominations total,89.0,7.5,"66,813",tt8637428,17695781.0,"Mandarin, English, Japanese, Italian",250300.0,others
Darlin',2019-07-12,100 min,"Horror, Thriller",2 nominations,49.0,4.9,"2,097",tt8396294,,English,0.0,others
The Lion King,1994-06-24,88 min,"Animation, Adventure, Drama",Won 2 Oscars. 42 wins & 36 nominations total,88.0,8.5,"1,074,159",tt0110357,422783777.0,"English, Swahili, Xhosa, Zulu",260000000.0,others
Once Upon a Time in Hollywood,2019-07-26,161 min,"Comedy, Drama",Won 2 Oscars. 143 wins & 381 nominations total,83.0,7.6,"767,180",tt7131622,142502728.0,"English, Italian, Spanish, German",,others
Skin,2019-07-23,118 min,"Biography, Crime, Drama",1 win & 3 nominations,58.0,6.8,"17,283",tt6043142,,English,50000.0,others
The Red Sea Diving Resort,2019-07-31,129 min,"Drama, History, Thriller",,,6.6,"30,477",tt4995776,,"English, Amharic",0.0,netflix
Fast & Furious 6,2013-05-24,130 min,"Action, Adventure, Crime",11 wins & 22 nominations,61.0,7.0,"400,484",tt1905041,238679850.0,"English, Spanish, Russian, Japanese, Cantonese, Dutch, Danish, Ukrainian",,others
A Score to Settle,2019-08-02,103 min,"Action, Crime, Drama",1 nomination,37.0,4.7,"6,501",tt3758162,,"English, Spanish, Italian",0.0,others
The Operative,2019-07-24,116 min,"Action, Drama, Mystery",1 win,47.0,5.8,"6,887",tt8000718,,"English, German, Persian, Hebrew, Kurdish, French",0.0,others
Dora and the Lost City of Gold,2019-08-09,102 min,"Action, Adventure, Comedy",4 wins & 2 nominations,63.0,6.1,"31,985",tt7547410,60477943.0,"English, Spanish, Quechua",49000000.0,others
The Kitchen,2019-08-09,102 min,"Action, Crime, Drama",1 nomination,35.0,5.6,"21,865",tt5822564,12180032.0,"English, Hebrew",38000000.0,others
The Art of Racing in the Rain,2019-08-09,109 min,"Comedy, Drama, Romance",,43.0,7.5,"33,672",tt1478839,26395642.0,"English, Italian",18000000.0,others
Scary Stories to Tell in the Dark,2019-08-09,108 min,"Adventure, Horror, Mystery",4 wins & 7 nominations,61.0,6.2,"79,383",tt3387520,68947075.0,English,25000000.0,others
The Peanut Butter Falcon,2019-08-23,97 min,"Adventure, Comedy, Drama",20 wins & 16 nominations,70.0,7.6,"93,356",tt4364194,20457151.0,English,0.0,others
After the Wedding,2007-05-11,120 min,Drama,Nominated for 1 Oscar. 9 wins & 17 nominations total,78.0,7.7,"35,552",tt0457655,1534584.0,"Danish, Swedish, English, Hindi",0.0,others
Light of My Life,2019-08-09,119 min,"Drama, Sci-Fi, Thriller",5 nominations,67.0,6.6,"14,296",tt6063090,20056.0,English,0.0,others
The Angry Birds Movie 2,2019-08-14,97 min,"Animation, Action, Adventure",1 win & 3 nominations,60.0,6.4,"31,478",tt6095472,41667116.0,English,65000000.0,others
Good Boys,2019-08-16,90 min,"Adventure, Comedy",2 wins & 9 nominations,,6.7,"76,380",tt6977338,83140306.0,English,20000000.0,others
Blinded by the Light,2019-08-16,118 min,"Comedy, Drama, Music",2 wins & 8 nominations,71.0,6.9,"25,825",tt8266310,11901145.0,"English, Urdu",15000000.0,others
"Where'd You Go, Bernadette",2019-08-16,109 min,"Comedy, Drama",4 nominations,51.0,6.5,"23,066",tt2365580,9198356.0,English,20000000.0,others
47 Meters Down: Uncaged,2019-08-16,90 min,"Adventure, Drama, Horror",,43.0,5.0,"28,252",tt7329656,22260900.0,"English, Spanish",12000000.0,others
Gwen,2019-08-16,84 min,"Drama, History, Horror",3 wins & 16 nominations,63.0,5.7,"5,557",tt5149490,,"English, Welsh",0.0,others
Ready or Not,2019-08-21,95 min,"Action, Comedy, Horror",4 wins & 24 nominations,64.0,6.8,"159,962",tt7798634,28714231.0,"English, Latin",6000000.0,others
Angel Has Fallen,2019-08-23,121 min,"Action, Thriller",1 nomination,45.0,6.4,"101,858",tt6189022,69030436.0,English,40000000.0,others
Brittany Runs a Marathon,2019-10-24,104 min,"Comedy, Drama",2 wins & 7 nominations,72.0,6.8,"20,935",tt7671064,7189808.0,English,0.0,others
Overcomer,2019-08-23,119 min,"Drama, Family, Sport",2 wins & 3 nominations,17.0,6.6,"5,183",tt8186318,34746945.0,English,0.0,others
Jacob's Ladder,1990-11-02,113 min,"Drama, Horror, Mystery",3 wins & 1 nomination,62.0,7.4,"111,366",tt0099871,26118851.0,English,0.0,others
Burn,2019-08-23,88 min,"Comedy, Crime, Thriller",2 wins & 1 nomination,50.0,5.7,"5,411",tt8009314,,English,0.0,others
Official Secrets,2019-08-30,112 min,"Biography, Crime, Drama",5 wins & 16 nominations,63.0,7.3,"49,788",tt5431890,1988546.0,"English, Mandarin",0.0,others
Don't Let Go,2019-08-30,103 min,"Drama, Horror, Mystery",,49.0,6.3,"11,777",tt6803212,5215062.0,English,5000000.0,others
Itsy Bitsy,2019-12-30,94 min,"Fantasy, Horror, Mystery",1 nomination,,4.7,"5,219",tt6895284,,English,0.0,others
The Fanatic,2020-08-05,88 min,"Crime, Drama, Horror",2 wins & 2 nominations,18.0,4.1,"11,631",tt7869070,,"English, Spanish",18000000.0,others
It Chapter Two,2019-09-06,169 min,"Drama, Fantasy, Horror",7 wins & 34 nominations,58.0,6.5,"275,689",tt7349950,211622525.0,"English, North American Indian, Spanish",79000000.0,others
Satanic Panic,2019-09-06,85 min,"Comedy, Horror",1 win & 4 nominations,51.0,5.6,"6,311",tt8510350,,English,0.0,others
Strange But True,2019-09-06,96 min,Thriller,,55.0,5.9,"5,069",tt2866708,,English,,others
The Obituary of Tunde Johnson,2021-02-26,104 min,Drama,2 wins & 2 nominations,58.0,5.6,672,tt8815382,,English,0.0,others
The Goldfinch,2019-09-13,149 min,Drama,3 nominations,40.0,6.4,"24,734",tt3864056,5332621.0,"English, Ukrainian, German, French",40000000.0,others
Hustlers,2019-09-13,110 min,"Comedy, Crime, Drama",24 wins & 81 nominations,79.0,6.3,"103,090",tt5503686,104963598.0,"English, Russian",20000000.0,others
The Sound of Silence,2019-09-13,88 min,Drama,3 nominations,66.0,5.7,"1,460",tt9352926,20013.0,English,0.0,others
Monos,2019-08-15,102 min,"Adventure, Drama, Thriller",37 wins & 67 nominations,78.0,6.9,"17,900",tt6062774,406473.0,"Spanish, English",0.0,others
Tall Girl,2019-09-13,101 min,"Comedy, Drama, Family",2 wins & 1 nomination,,5.2,"24,881",tt9252508,,English,0.0,netflix
Ad Astra,2019-09-20,123 min,"Adventure, Drama, Mystery",Nominated for 1 Oscar. 16 wins & 76 nominations total,80.0,6.5,"243,810",tt2935510,50188370.0,"English, Norwegian",87500000.0,others
Rambo: Last Blood,2019-09-20,89 min,"Action, Crime, Thriller",4 wins & 8 nominations,26.0,6.1,"101,962",tt1206885,44819352.0,"English, Spanish",50000000.0,others
Running with the Devil,2019-09-20,100 min,"Crime, Drama, Thriller",,42.0,5.4,"8,911",tt5792656,,"English, Spanish",0.0,others
Fractured,2019-10-11,99 min,Thriller,3 nominations,36.0,6.4,"80,500",tt4332232,,English,0.0,netflix
Abominable,2019-09-27,97 min,"Animation, Adventure, Comedy",4 wins & 23 nominations,61.0,7.0,"40,191",tt6324278,61270390.0,"English, Mandarin",75000000.0,others
The Laundromat,2019-09-27,96 min,"Comedy, Crime, Drama",8 nominations,57.0,6.3,"52,590",tt5865326,,"English, Mandarin, Spanish, Russian",0.0,netflix
Judy,2019-10-04,118 min,"Biography, Drama, Music",Won 1 Oscar. 23 wins & 67 nominations total,66.0,6.8,"52,368",tt7549996,24313888.0,English,0.0,others
Prey,2022-08-05,100 min,"Action, Adventure, Drama",2 wins & 26 nominations,71.0,7.1,"202,259",tt11866324,,"English, North American Indian, French",65000000.0,netflix
10 Minutes Gone,2019-09-27,89 min,"Action, Crime, Mystery",,13.0,3.6,"4,065",tt8809652,,English,0.0,others
Joker,2019-10-04,122 min,"Crime, Drama, Thriller",Won 2 Oscars. 122 wins & 239 nominations total,59.0,8.4,"1,328,051",tt7286456,335477657.0,English,55000000.0,others
Lucy in the Sky,2019-10-04,124 min,"Drama, Romance, Sci-Fi",6 nominations,36.0,4.9,"8,218",tt4682804,319976.0,"English, French, German, Latin",0.0,others
Dolemite Is My Name,2019-10-25,118 min,"Biography, Comedy, Drama",30 wins & 67 nominations,76.0,7.2,"62,423",tt8526872,,English,0.0,netflix
In the Tall Grass,2019-10-04,101 min,"Horror, Mystery, Sci-Fi",2 wins & 3 nominations,46.0,5.4,"58,789",tt4687108,,English,0.0,netflix
Low Tide,2019-09-05,86 min,"Drama, Thriller",2 nominations,64.0,6.3,"2,888",tt7434324,,English,0.0,others
Wrinkles the Clown,2019-10-04,78 min,"Documentary, Comedy, Horror",5 nominations,53.0,4.9,"1,462",tt9097270,14938.0,English,0.0,others
Little Monsters,2019-10-11,93 min,"Comedy, Horror, Sci-Fi",3 wins & 10 nominations,59.0,6.3,"18,144",tt7390588,,"English, Chinese",0.0,others
Gemini Man,2019-10-11,117 min,"Action, Sci-Fi, Thriller",1 win & 6 nominations,38.0,5.7,"116,019",tt1025100,48546770.0,"English, French",0.0,others
The Addams Family,1991-11-22,99 min,"Comedy, Fantasy",Nominated for 1 Oscar. 5 wins & 23 nominations total,57.0,6.9,"169,896",tt0101272,113502426.0,"English, Italian, French",40000000.0,others
The King,2019-11-01,140 min,"Biography, Drama, History",12 wins & 28 nominations,62.0,7.3,"136,144",tt7984766,,"English, French, Latin",0.0,netflix
Jexi,2019-10-11,84 min,"Comedy, Romance, Sci-Fi",1 nomination,39.0,6.0,"29,110",tt9354944,6546159.0,English,5000000.0,others
Polaroid,2019-09-17,88 min,"Drama, Horror, Mystery",,,5.1,"14,860",tt5598292,,English,0.0,others
El Camino: A Breaking Bad Movie,2019-10-11,122 min,"Action, Crime, Drama",Nominated for 4 Primetime Emmys. 4 wins & 24 nominations total,72.0,7.3,"262,472",tt9243946,,"English, Spanish",0.0,netflix
Maleficent: Mistress of Evil,2019-10-18,119 min,"Adventure, Family, Fantasy",Nominated for 1 Oscar. 1 win & 11 nominations total,43.0,6.6,"109,395",tt4777008,113929605.0,English,185000000.0,others
Zombieland: Double Tap,2019-10-18,99 min,"Action, Comedy, Horror",6 nominations,55.0,6.7,"186,369",tt1560220,73123082.0,"English, Spanish, Italian, Inuktitut, Hindi",42000000.0,others
Jojo Rabbit,2019-11-08,108 min,"Comedy, Drama, War",Won 1 Oscar. 49 wins & 191 nominations total,58.0,7.9,"404,557",tt2584384,33370906.0,"English, German",14000000.0,others
The Lighthouse,2019-11-01,109 min,"Drama, Fantasy, Mystery",Nominated for 1 Oscar. 34 wins & 139 nominations total,83.0,7.4,"226,244",tt7984734,10867104.0,English,11000000.0,others
Wounds,2019-10-18,95 min,"Drama, Horror, Mystery",,51.0,4.1,"20,185",tt5913798,,English,0.0,others
Black and Blue,2019-10-25,108 min,"Action, Thriller",1 win & 2 nominations,54.0,6.4,"24,923",tt7390646,22055313.0,English,12000000.0,others
The Current War: Director's Cut,2019-10-25,102 min,"Biography, Drama, History",,55.0,6.5,"28,723",tt2140507,5979540.0,"English, Spanish",,others
Countdown,2019-10-25,90 min,"Horror, Thriller",,31.0,5.4,"40,680",tt10039344,25621766.0,"English, Latin",6500000.0,others
The Kill Team,2019-10-25,87 min,"Action, Biography, Drama",,60.0,6.0,"6,241",tt6196936,,English,0.0,others
The Gallows Act II,2019-10-25,99 min,"Horror, Mystery, Thriller",,,4.2,"2,179",tt7473716,,English,0.0,others
Terminator: Dark Fate,2019-11-01,128 min,"Action, Adventure, Sci-Fi",1 win & 12 nominations,54.0,6.2,"182,839",tt6450804,62253077.0,"English, Spanish",185000000.0,others
Motherless Brooklyn,2019-11-01,144 min,"Crime, Drama, Mystery",2 wins & 15 nominations,60.0,6.8,"59,509",tt0385887,9277736.0,"English, French",26000000.0,others
The Irishman,2019-11-27,209 min,"Biography, Crime, Drama",Nominated for 10 Oscars. 73 wins & 357 nominations total,94.0,7.8,"398,544",tt1302006,,"English, Italian, Latin, Spanish, German",159000000.0,netflix
Harriet,2019-11-01,125 min,"Action, Biography, Drama",Nominated for 2 Oscars. 21 wins & 54 nominations total,66.0,6.7,"28,539",tt4648786,43082155.0,English,0.0,others
Arctic Dogs,2019-11-01,92 min,"Animation, Adventure, Comedy",1 nomination,28.0,4.8,"2,089",tt4426464,5801249.0,"English, Korean",0.0,others
Marriage Story,2019-12-06,137 min,"Drama, Romance",Won 1 Oscar. 128 wins & 275 nominations total,94.0,7.9,"320,493",tt7653254,,"English, Spanish",18000000.0,netflix
Doctor Sleep,2019-11-08,152 min,"Drama, Fantasy, Horror",9 wins & 37 nominations,59.0,7.3,"199,613",tt5606664,31581712.0,"English, Persian",45000000.0,others
Last Christmas,2019-11-08,103 min,"Comedy, Drama, Fantasy",1 win & 2 nominations,50.0,6.5,"83,438",tt8623904,35150750.0,"English, Serbo-Croatian, Mandarin, French",30000000.0,others
Playing with Fire,2019-11-08,96 min,"Comedy, Family",2 wins & 2 nominations,24.0,5.1,"15,259",tt9134216,44451847.0,"English, Spanish, French",29900000.0,others
Let It Snow,2019-11-08,92 min,"Comedy, Romance",1 nomination,51.0,5.8,"23,410",tt1950235,,English,0.0,netflix
Midway,2019-11-08,138 min,"Action, Drama, History",1 nomination,47.0,6.7,"88,786",tt6924650,56846802.0,"English, Japanese, Mandarin",100000000.0,others
Klaus,2019-11-15,96 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 11 wins & 26 nominations total,65.0,8.2,"163,581",tt4729430,,"English, Saami",0.0,netflix
Honey Boy,2019-11-27,94 min,Drama,10 wins & 41 nominations,73.0,7.2,"38,858",tt8151874,3012615.0,"English, Spanish",3500000.0,others
Lady and the Tramp,1955-06-22,76 min,"Animation, Adventure, Comedy",Nominated for 1 BAFTA Award1 win & 2 nominations total,78.0,7.3,"139,913",tt0048280,93602326.0,English,0.0,others
Noelle,2019-11-12,100 min,"Adventure, Comedy, Family",1 win,48.0,6.3,"24,065",tt5097410,,"English, American Sign ",0.0,others
Ford v Ferrari,2019-11-15,152 min,"Action, Biography, Drama",Won 2 Oscars. 25 wins & 90 nominations total,81.0,8.1,"410,331",tt1950186,117624357.0,"English, Italian, French, Japanese",97600000.0,others
Charlie's Angels,2000-11-03,98 min,"Action, Adventure, Comedy",15 wins & 33 nominations,52.0,5.6,"190,087",tt0160127,125305545.0,"English, German, Finnish, Japanese, Cantonese",48000000.0,others
The Good Liar,2019-11-15,109 min,"Crime, Drama, Mystery",6 nominations,55.0,6.7,"44,056",tt5563334,17156058.0,"English, German, Russian, French, Spanish",10000000.0,others
The Report,2019-11-15,119 min,"Biography, Crime, Drama",4 wins & 13 nominations,66.0,7.2,"45,910",tt8236336,,English,0.0,others
Waves,2019-12-06,135 min,"Drama, Romance, Sport",14 wins & 41 nominations,80.0,7.5,"27,407",tt8652728,1658790.0,English,6000000.0,others
Frozen II,2019-11-22,103 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 18 wins & 91 nominations total,64.0,6.8,"179,055",tt4520988,477373578.0,English,150000000.0,others
A Beautiful Day in the Neighborhood,2019-11-22,109 min,"Biography, Drama",Nominated for 1 Oscar. 7 wins & 64 nominations total,80.0,7.2,"83,373",tt3224458,61704055.0,English,25000000.0,others
21 Bridges,2019-11-22,99 min,"Action, Crime, Drama",2 nominations,51.0,6.6,"69,862",tt8688634,28539757.0,English,33000000.0,others
Dark Waters,2019-12-06,126 min,"Biography, Drama, History",10 nominations,73.0,7.6,"92,586",tt9071322,11136084.0,"English, Korean",0.0,others
Knives Out,2019-11-27,130 min,"Comedy, Crime, Drama",Nominated for 1 Oscar. 52 wins & 114 nominations total,82.0,7.9,"718,304",tt8946378,165363234.0,"English, Spanish, Hindi",40000000.0,others
Queen,2014-03-07,146 min,"Adventure, Comedy, Drama",25 wins & 29 nominations,,8.1,"66,678",tt3322420,,"Hindi, English, French, Japanese, Dutch",562000.0,others
The Two Popes,2019-12-20,125 min,"Biography, Comedy, Drama",Nominated for 3 Oscars. 11 wins & 57 nominations total,75.0,7.6,"127,201",tt8404614,,"English, Spanish, Italian, Latin, Portuguese, French, German",0.0,netflix
Playmobil: The Movie,2019-12-06,99 min,"Animation, Adventure, Comedy",,25.0,4.9,"4,319",tt4199898,1115008.0,English,75000000.0,others
The Aeronauts,2019-12-20,100 min,"Action, Adventure, Drama",11 nominations,60.0,6.6,"34,916",tt6141246,,"English, French, Latin",40000000.0,others
A Million Little Pieces,2019-12-06,113 min,Drama,,45.0,6.2,"3,619",tt0427543,,English,0.0,others
Daniel Isn't Real,2019-12-06,100 min,"Drama, Fantasy, Horror",5 wins & 4 nominations,61.0,6.1,"9,251",tt8745960,,English,0.0,others
Trauma Center,2019-12-06,87 min,"Action, Thriller",,,4.0,"11,449",tt9625664,,"English, Spanish",0.0,others
Jumanji: The Next Level,2019-12-13,123 min,"Action, Adventure, Comedy",2 wins & 11 nominations,58.0,6.7,"259,657",tt7975244,320314960.0,English,125000000.0,others
Richard Jewell,2019-12-13,131 min,"Biography, Crime, Drama",Nominated for 1 Oscar. 7 wins & 20 nominations total,68.0,7.5,"91,145",tt3513548,22345542.0,English,45000000.0,others
Black Christmas,1974-12-20,98 min,"Horror, Mystery, Thriller",3 wins & 2 nominations,65.0,7.1,"43,766",tt0071222,,English,5000000.0,others
6 Underground,2019-12-13,128 min,"Action, Thriller",2 wins & 12 nominations,41.0,6.1,"183,119",tt8106534,,"English, Turkmen, Cantonese, Italian, Spanish, Ukrainian, French",150000000.0,netflix
Bombshell,2019-12-20,109 min,"Biography, Drama",Won 1 Oscar. 25 wins & 63 nominations total,64.0,6.8,"119,326",tt6394270,31762808.0,English,32000000.0,others
Uncut Gems,2019-12-25,135 min,"Crime, Drama, Thriller",27 wins & 94 nominations,91.0,7.4,"292,885",tt5727208,50023780.0,"English, Hebrew",19000000.0,others
Seberg,2020-05-15,102 min,"Biography, Drama, Thriller",2 wins & 6 nominations,54.0,5.9,"9,479",tt1780967,434702.0,"English, French",8000000.0,others
A Hidden Life,2020-01-17,174 min,"Biography, Drama, Romance",10 wins & 32 nominations,78.0,7.4,"25,563",tt5827916,1730597.0,"English, German, Italian",9000000.0,others
Live from the Red Carpet of Star Wars: The Rise of Skywalker,2019-12-16,126 min,,,,,,tt11464830,,English,,others
Cats,2019-12-20,110 min,"Comedy, Drama, Family",11 wins & 8 nominations,32.0,2.8,"52,975",tt5697572,27166770.0,English,95000000.0,others
Togo,2019-12-20,113 min,"Adventure, Biography, Drama",1 win & 4 nominations,69.0,7.9,"51,272",tt5116302,,English,0.0,netflix
Spies in Disguise,2019-12-25,102 min,"Animation, Action, Adventure",4 nominations,54.0,6.8,"51,808",tt5814534,66757013.0,"English, Japanese, Spanish, Korean",100000000.0,others
Little Women,2019-12-25,135 min,"Drama, Romance",Won 1 Oscar. 79 wins & 230 nominations total,91.0,7.8,"214,845",tt3281548,108101214.0,"English, French",40000000.0,others
1917,2020-01-10,119 min,"Action, Drama, War",Won 3 Oscars. 135 wins & 206 nominations total,78.0,8.2,"611,746",tt8579674,159227644.0,"English, French, German",100000000.0,others
Just Mercy,2020-01-10,137 min,"Biography, Crime, Drama",9 wins & 19 nominations,68.0,7.6,"70,711",tt4916630,36001502.0,English,25000000.0,others
Clemency,2020-01-24,112 min,Drama,Nominated for 1 BAFTA Award3 wins & 32 nominations total,77.0,6.5,"4,895",tt5577494,364716.0,English,0.0,others
The Grudge,2004-10-22,91 min,"Horror, Mystery, Thriller",2 wins & 10 nominations,49.0,5.9,"147,152",tt0391198,110359362.0,"English, Japanese",10000000.0,others
Underwater,2020-01-10,95 min,"Action, Horror, Sci-Fi",1 win & 5 nominations,48.0,5.8,"86,754",tt5774060,17291078.0,English,50000000.0,others
Like a Boss,2020-01-10,83 min,Comedy,1 win & 5 nominations,33.0,4.7,"14,670",tt7545266,22169514.0,"English, Spanish, French, Russian",29000000.0,others
Three Christs,2020-01-03,109 min,Drama,,39.0,6.2,"3,395",tt5706370,36723.0,"English, French, Latin",,others
Inherit the Viper,2020-01-10,90 min,Thriller,,39.0,5.2,"1,678",tt7349896,,English,0.0,others
The Sonata,2020-01-10,90 min,"Music, Mystery, Thriller",2 wins & 10 nominations,41.0,5.2,"1,462",tt7149066,,"English, French",0.0,others
The Murder of Nicole Brown Simpson,2019-12-09,82 min,"Crime, Horror, Mystery",,,2.5,"1,797",tt8415352,,English,0.0,others
Bad Boys for Life,2020-01-17,124 min,"Action, Comedy, Crime",3 wins & 15 nominations,59.0,6.5,"165,147",tt1502397,206305244.0,"English, Spanish",90000000.0,others
Dolittle,2020-01-17,101 min,"Adventure, Comedy, Family",3 wins & 9 nominations,26.0,5.6,"66,712",tt6673612,77047065.0,"English, French",175000000.0,others
A Fall from Grace,2020-01-17,120 min,Thriller,2 wins,34.0,5.9,"16,133",tt11390036,,English,0.0,netflix
The Gentlemen,2020-01-24,113 min,"Action, Comedy, Crime",1 win & 4 nominations,51.0,7.8,"354,892",tt8367814,36471795.0,"English, Russian, Spanish, Chinese",22000000.0,others
The Turning,2020-01-24,94 min,"Drama, Horror, Mystery",1 nomination,35.0,3.9,"15,121",tt7510346,15472775.0,English,14000000.0,others
The Last Full Measure,2020-01-24,116 min,"Drama, War",1 nomination,51.0,6.8,"12,723",tt0783640,2949212.0,English,20000000.0,others
John Henry,2020-01-24,91 min,"Drama, Thriller",,27.0,3.6,"2,432",tt8170298,,English,0.0,others
The Rhythm Section,2020-01-31,109 min,"Action, Drama, Mystery",2 wins & 3 nominations,45.0,5.4,"19,008",tt7134096,5437971.0,"English, French, Arabic, Spanish",50000000.0,others
Gretel,2012-05-16,89 min,Fantasy,,,,,tt2145864,,English,,others
The Assistant,2020-01-31,87 min,Drama,5 wins & 24 nominations,79.0,6.4,"23,806",tt9000224,1100313.0,"English, Mandarin, Spanish",0.0,others
Birds of Prey,2020-02-07,109 min,"Action, Comedy, Crime",18 wins & 83 nominations,60.0,6.0,"246,393",tt7713068,84172791.0,"English, Chinese",,others
The Lodge,2020-01-16,108 min,"Drama, Horror, Mystery",2 wins & 11 nominations,64.0,6.0,"50,388",tt7347846,2138907.0,English,0.0,others
Timmy Failure: Mistakes Were Made,2020-02-07,99 min,"Adventure, Comedy, Drama",5 nominations,60.0,6.0,"3,137",tt6820324,,English,45000000.0,others
Horse Girl,2020-02-07,103 min,"Drama, Mystery, Thriller",1 win & 1 nomination,61.0,6.0,"18,581",tt11388406,,English,0.0,netflix
