Title,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,Language,budget_max,Format
Antebellum,2020-09-18,105 min,"Drama, Horror, Mystery",3 wins & 11 nominations,43.0,5.8,"28,233",tt10065694,,English,15000000.0,others
Blackbird,2020-09-18,97 min,Drama,1 win & 1 nomination,53.0,6.6,"5,166",tt8717446,,English,0.0,others
Killian,2018-01-01,,"Short, Sci-Fi",,,,,tt7509158,,English,,others
Enola Holmes,2020-09-23,123 min,"Action, Adventure, Crime",4 wins & 11 nominations,68.0,6.6,"200,857",tt7846844,,English,21000000.0,others
The Trial of the Chicago 7,2020-10-16,129 min,"Drama, History, Thriller",Nominated for 6 Oscars. 58 wins & 191 nominations total,76.0,7.7,"182,304",tt1070874,,"English, Latin, French",35000000.0,netflix
Secret Society of Second Born Royals,2020-09-25,99 min,"Action, Adventure, Comedy",4 nominations,34.0,4.9,"5,661",tt10324122,,English,0.0,others
Sightless,2020-09-28,89 min,"Drama, Thriller",,,5.5,"9,266",tt10303430,,"English, Spanish, French",0.0,others
The Boys in the Band,2020-09-30,121 min,Drama,1 win & 5 nominations,70.0,6.8,"16,517",tt10199914,,English,0.0,netflix
The Glorias,2020-09-30,147 min,"Biography, Drama, History",5 nominations,58.0,5.9,"3,422",tt7435316,,English,0.0,others
On the Rocks,2020-10-23,96 min,"Comedy, Drama, Romance",2 wins & 40 nominations,73.0,6.4,"33,591",tt9606374,,English,0.0,others
Spontaneous,2020-10-02,101 min,"Comedy, Drama, Horror",1 win & 2 nominations,78.0,6.5,"16,001",tt5774062,,English,0.0,others
Vampires vs. the Bronx,2020-10-02,85 min,"Comedy, Horror",,76.0,5.7,"10,479",tt8976576,,"English, Spanish",0.0,netflix
Death of Me,2020-10-02,94 min,"Horror, Mystery, Thriller",,31.0,4.4,"6,761",tt1830643,,"English, Thai",0.0,others
American Pie Presents: Girls' Rules,2020-10-06,95 min,Comedy,,,3.8,"6,121",tt11771594,,English,0.0,others
The Lie,2020-10-06,97 min,"Drama, Thriller",1 win,45.0,5.8,"18,127",tt7945440,,English,0.0,others
Black Box,2020-10-06,100 min,"Horror, Mystery, Sci-Fi",2 nominations,62.0,6.2,"15,650",tt12298506,,English,10722240.0,others
Hubie Halloween,2020-10-07,103 min,"Comedy, Mystery",6 nominations,53.0,5.2,"53,192",tt10682266,,English,14000000.0,netflix
Books of Blood,2020-10-07,107 min,"Drama, Horror, Mystery",,42.0,5.6,"8,358",tt11242218,,English,0.0,others
Charm City Kings,2020-10-08,125 min,Drama,1 win & 3 nominations,62.0,6.6,"2,693",tt9048840,,English,0.0,others
A Rainy Day in New York,2020-11-10,92 min,"Comedy, Romance",3 wins,38.0,6.5,"46,426",tt7139936,,English,25000000.0,others
Nocturne,2020-10-13,90 min,"Drama, Horror, Music",1 nomination,58.0,5.7,"9,994",tt11044858,,English,350000.0,others
Evil Eye,2020-10-13,90 min,"Horror, Mystery, Thriller",1 win & 1 nomination,54.0,4.8,"3,919",tt12882620,,"English, Hindi",1704500.0,others
A Babysitter's Guide to Monster Hunting,2020-10-15,98 min,"Comedy, Family, Fantasy",2 wins & 2 nominations,31.0,5.4,"4,478",tt4844150,,English,0.0,netflix
Clouds,2020-10-16,121 min,"Biography, Drama, Music",2 wins & 2 nominations,55.0,7.5,"10,841",tt6473066,,English,0.0,others
The Devil Has a Name,2020-10-16,97 min,"Drama, Thriller",,50.0,5.5,"1,264",tt7894510,,English,0.0,others
The Opening Act,2020-10-16,90 min,Comedy,,,6.0,"1,109",tt8633748,,English,0.0,others
Tremors: Shrieker Island,2020-10-20,103 min,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",,,5.5,"3,197",tt8322060,,English,0.0,others
Over the Moon,2020-10-23,95 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 3 wins & 61 nominations total,60.0,6.3,"23,483",tt7488208,,"English, Chinese, Hindi",0.0,netflix
Borat Subsequent Moviefilm,2020-10-23,95 min,Comedy,Nominated for 2 Oscars. 38 wins & 64 nominations total,68.0,6.6,"144,633",tt13143964,,"English, Bulgarian, Hebrew, Romanian, Croatian",0.0,others
Bad Hair,2020-10-23,102 min,"Comedy, Horror, Music",1 win & 3 nominations,61.0,5.6,"3,936",tt4798836,,,0.0,others
Friendsgiving,2020-10-23,95 min,"Comedy, Drama",1 nomination,,4.4,"3,381",tt8431078,,English,0.0,others
The Craft: Legacy,2020-10-28,97 min,"Drama, Fantasy, Horror",1 win & 1 nomination,54.0,4.5,"14,661",tt4685762,,English,18000000.0,others
Holidate,2020-10-28,104 min,"Comedy, Romance",1 win,44.0,6.1,"71,163",tt9866072,,"English, Mandarin",0.0,netflix
His House,2020-10-30,93 min,"Drama, Horror, Thriller",Won 1 BAFTA Award8 wins & 37 nominations total,72.0,6.5,"43,955",tt8508734,,"English, Dinka",0.0,netflix
Jungleland,2020-11-06,90 min,Drama,1 nomination,53.0,6.2,"6,578",tt8710596,,English,0.0,others
Hillbilly Elegy,2020-11-24,116 min,Drama,Nominated for 2 Oscars. 5 wins & 33 nominations total,38.0,6.7,"43,962",tt6772802,,English,0.0,netflix
Mank,2020-12-04,131 min,"Biography, Comedy, Drama",Won 2 Oscars. 58 wins & 269 nominations total,79.0,6.8,"77,724",tt10618286,,"English, German, Latin",25000000.0,netflix
Jingle Jangle: A Christmas Journey,2020-11-13,122 min,"Family, Fantasy, Musical",4 wins & 22 nominations,69.0,6.4,"19,602",tt7736496,,English,0.0,netflix
Dreamland,2020-11-17,98 min,"Drama, Thriller",1 nomination,57.0,5.8,"7,367",tt5294522,,English,0.0,others
The Life Ahead,2020-11-13,94 min,Drama,Nominated for 1 Oscar. 14 wins & 36 nominations total,66.0,6.8,"14,727",tt10627584,,"Italian, Spanish, Hebrew, Romanian",0.0,netflix
Chick Fight,2020-11-13,97 min,"Action, Comedy, Drama",,39.0,4.8,"4,156",tt10944486,,English,0.0,others
The Princess Switch: Switched Again,2020-11-19,96 min,"Comedy, Drama, Family",1 win & 1 nomination,,5.4,"12,440",tt11199410,,English,10000000.0,netflix
Run,2020-11-20,90 min,"Mystery, Thriller",3 wins & 5 nominations,67.0,6.7,"84,374",tt8633478,,English,1700000.0,others
Sound of Metal,2020-12-04,120 min,"Drama, Music",Won 2 Oscars. 91 wins & 177 nominations total,82.0,7.7,"134,856",tt5363618,,"English, American Sign , French, Persian",0.0,others
Jiu Jitsu,2020-11-20,102 min,"Action, Sci-Fi, Thriller",,27.0,2.9,"9,248",tt9624766,,"English, Burmese",23000000.0,others
Happiest Season,2020-11-25,102 min,Drama,3 wins & 4 nominations,69.0,6.6,"43,231",tt8522006,,English,0.0,others
Ma Rainey's Black Bottom,2020-12-18,94 min,"Drama, Music",Won 2 Oscars. 84 wins & 192 nominations total,87.0,6.9,"55,056",tt10514222,,English,0.0,netflix
Uncle Frank,2020-11-25,95 min,"Comedy, Drama",Nominated for 1 Primetime Emmy. 7 wins & 13 nominations total,58.0,7.3,"21,328",tt11327514,,"English, Arabic",0.0,others
Folklore: The Long Pond Studio Sessions,2020-11-25,105 min,"Documentary, Drama, Music",,,8.4,"3,841",tt13524234,,English,0.0,others
Superintelligence,2020-11-26,106 min,"Action, Comedy, Romance",1 nomination,41.0,5.4,"11,566",tt7178640,,English,0.0,others
Life in a Year,2020-11-27,107 min,"Drama, Romance",,,6.1,"9,382",tt6598238,,English,0.0,others
The Prom,2020-12-11,130 min,"Comedy, Drama, Musical",5 wins & 29 nominations,55.0,5.9,"27,949",tt10161886,,English,0.0,netflix
Godmothered,2020-12-04,110 min,"Comedy, Drama, Family",1 win & 2 nominations,49.0,6.1,"13,126",tt11681250,,"English, Latin",0.0,others
Wander,2020-12-04,94 min,Thriller,,54.0,4.9,"8,987",tt9689696,,English,0.0,others
Black Bear,2020-12-04,104 min,"Comedy, Drama",2 wins & 15 nominations,79.0,6.5,"13,993",tt9601220,,English,0.0,others
Let Them All Talk,2020-12-10,113 min,"Comedy, Drama",1 win & 5 nominations,72.0,6.1,"11,948",tt10808832,,English,0.0,others
The Midnight Sky,2020-12-23,118 min,"Adventure, Drama, Sci-Fi",Nominated for 1 Oscar. 5 wins & 46 nominations total,58.0,5.7,"85,629",tt10539608,,English,0.0,netflix
Songbird,2020-12-11,84 min,"Drama, Sci-Fi, Thriller",,27.0,4.8,"10,797",tt12592252,,"English, Spanish",16252.0,others
Safety,2020-12-11,122 min,"Biography, Drama, Sport",2 nominations,55.0,6.8,"4,309",tt10649016,,English,0.0,others
Wander Darkly,2020-12-11,97 min,Drama,1 win & 2 nominations,66.0,5.8,"1,715",tt8902978,,"English, Spanish",0.0,others
I'm Your Woman,2020-12-11,120 min,"Crime, Drama",2 wins & 4 nominations,63.0,6.2,"9,375",tt10243992,,English,0.0,others
The Stand In,2020-12-11,101 min,"Comedy, Drama",1 nomination,38.0,4.7,"3,749",tt7970348,,English,0.0,others
Greenland,2020-12-18,119 min,"Action, Thriller",1 win & 2 nominations,64.0,6.4,"122,120",tt7737786,,"English, Spanish, Russian",34000000.0,others
Skylines,2020-12-18,113 min,"Action, Adventure, Sci-Fi",1 win,46.0,4.7,"8,558",tt9387250,,English,70000000.0,others
"Ariana Grande: Excuse Me, I Love You",2020-12-21,97 min,"Documentary, Music",1 nomination,,6.3,"2,757",tt13615386,,English,,others
Sylvie's Love,2020-12-23,114 min,"Drama, Music, Romance",Nominated for 1 Primetime Emmy. 6 wins & 27 nominations total,74.0,6.8,"6,130",tt9827834,,English,0.0,others
Soul,2020-12-25,100 min,"Animation, Adventure, Comedy",Won 2 Oscars. 124 wins & 93 nominations total,83.0,8.0,"339,872",tt2948372,,"English, Korean, Inuktitut",150000000.0,others
We Can Be Heroes,2020-12-25,100 min,"Action, Comedy, Drama",1 nomination,51.0,4.7,"15,672",tt10600398,,English,0.0,netflix
One Night in Miami...,2021-01-08,114 min,Drama,Nominated for 3 Oscars. 69 wins & 182 nominations total,83.0,7.1,"32,906",tt10612922,,"English, Arabic",0.0,others
Pieces of a Woman,2021-01-07,126 min,Drama,Nominated for 1 Oscar. 9 wins & 64 nominations total,66.0,7.0,"52,148",tt11161474,,English,0.0,netflix
The White Tiger,2021-01-22,125 min,"Crime, Drama",Nominated for 1 Oscar. 1 win & 12 nominations total,76.0,7.1,"62,234",tt6571548,,"Hindi, English",0.0,netflix
Locked Down,2021-01-14,118 min,"Comedy, Crime, Romance",,42.0,5.2,"12,780",tt13061914,,English,10000000.0,others
The Dig,2021-01-29,112 min,"Biography, Drama, History",Nominated for 5 BAFTA 3 wins & 10 nominations total,73.0,7.1,"77,418",tt3661210,,English,0.0,netflix
Outside the Wire,2021-01-15,114 min,"Action, Adventure, Fantasy",,45.0,5.4,"43,696",tt10451914,,"English, Ukrainian, Russian",0.0,netflix
The Ultimate Playlist of Noise,2021-01-15,99 min,"Comedy, Drama, Music",1 win & 1 nomination,,6.6,"1,004",tt11268742,,English,0.0,others
Don't Tell a Soul,2021-01-15,83 min,"Drama, Thriller",,45.0,5.9,"4,745",tt8046498,,English,0.0,others
Born a Champion,2021-01-22,112 min,"Action, Drama, Sport",,,6.8,"4,237",tt10661710,,English,0.0,others
Penguin Bloom,2021-01-27,95 min,"Biography, Drama",2 wins & 12 nominations,54.0,6.8,"11,191",tt6317656,,English,0.0,others
Finding 'Ohana,2021-01-29,123 min,"Action, Adventure, Comedy",1 win & 2 nominations,69.0,6.1,"10,782",tt10332588,,"English, Hawaiian, Spanish",,others
Palmer,2021-01-29,110 min,Drama,3 nominations,53.0,7.2,"37,363",tt6857376,,English,0.0,others
Falling,2021-02-05,112 min,Drama,4 wins & 19 nominations,63.0,6.5,"6,351",tt9143112,,"English, Spanish",0.0,others
Bliss,2021-02-05,103 min,"Drama, Romance, Sci-Fi",1 win & 2 nominations,40.0,5.3,"18,733",tt10333426,,English,0.0,others
Son of the South,2021-02-05,105 min,"Biography, Drama",,60.0,6.2,"2,095",tt2235372,,English,0.0,others
PVT CHAT,2021-02-09,86 min,Drama,,61.0,5.9,"1,644",tt8110004,,English,,others
Music,2021-02-12,107 min,"Drama, Musical",4 wins & 3 nominations,23.0,3.2,"8,356",tt7541720,,"English, Mandarin",16000000.0,others
Breaking News in Yuba County,2021-02-12,96 min,"Comedy, Drama, Thriller",,24.0,5.8,"6,528",tt7737640,,English,0.0,others
Barb and Star Go to Vista Del Mar,2021-02-12,107 min,Comedy,3 wins & 20 nominations,64.0,6.3,"18,586",tt3797512,,English,,others
To All the Boys: Always and Forever,2021-02-12,109 min,"Comedy, Drama, Romance",2 wins & 2 nominations,65.0,6.3,"28,423",tt10676012,,English,0.0,netflix
The Map of Tiny Perfect Things,2021-02-12,98 min,"Comedy, Fantasy, Romance",1 nomination,61.0,6.8,"24,489",tt11080108,,English,0.0,others
Fear of Rain,2021-02-12,109 min,"Drama, Horror, Thriller",1 nomination,,5.9,"8,544",tt10037014,,English,0.0,others
I Care a Lot,2021-02-19,118 min,"Comedy, Crime, Drama",1 win & 6 nominations,66.0,6.3,"136,431",tt9893250,,English,0.0,others
Silk Road,2021-02-19,112 min,"Crime, Drama, Thriller",,41.0,6.0,"6,070",tt7937254,,English,5900000.0,others
The United States vs. Billie Holiday,2021-02-26,126 min,"Biography, Drama, Music",Nominated for 1 Oscar. 11 wins & 25 nominations total,52.0,6.3,"13,816",tt8521718,,"English, Italian, German",0.0,others
Cherry,2021-03-12,142 min,"Biography, Crime, Drama",3 wins & 4 nominations,44.0,6.6,"33,931",tt9130508,,English,40000000.0,others
Billie Eilish: The World's a Little Blurry,2021-02-26,140 min,"Documentary, Biography, Music",Nominated for 4 Primetime Emmys. 18 nominations total,70.0,7.7,"8,218",tt11459366,,English,0.0,others
Moxie,2021-03-03,111 min,"Comedy, Drama, Music",,54.0,6.7,"26,649",tt6432466,,English,0.0,netflix
Coming 2 America,2021-03-05,110 min,Comedy,Nominated for 1 Oscar. 6 wins & 11 nominations total,52.0,5.3,"71,920",tt6802400,,English,60000000.0,others
Boss Level,2021-03-05,100 min,"Action, Adventure, Comedy",,56.0,6.8,"71,436",tt7638348,,English,45000000.0,others
Yes Day,2021-03-12,86 min,"Comedy, Family",2 nominations,46.0,5.7,"26,723",tt8521876,,"English, Spanish",0.0,netflix
Cosmic Sin,2021-03-12,88 min,"Action, Sci-Fi",1 nomination,9.0,2.5,"14,018",tt11762434,,English,20000000.0,others
Zack Snyder's Justice League,2021-03-18,242 min,"Action, Adventure, Fantasy",5 wins & 6 nominations,54.0,8.0,"407,353",tt12361974,,"English, Icelandic, French",70000000.0,others
Happily,2021-03-19,96 min,"Comedy, Crime, Romance",1 nomination,58.0,5.3,"4,040",tt9849004,,English,0.0,others
Bad Trip,2021-03-26,86 min,Comedy,1 nomination,61.0,6.5,"25,889",tt9684220,,English,0.0,netflix
The Seventh Day,2021-03-26,87 min,"Horror, Mystery",1 nomination,43.0,4.5,"4,953",tt11263022,,English,0.0,others
Concrete Cowboy,2021-04-02,111 min,"Drama, Western",1 win & 3 nominations,67.0,6.3,"9,157",tt8846176,,English,0.0,netflix
Every Breath You Take,2021-04-02,105 min,"Drama, Mystery, Thriller",,32.0,5.3,"6,027",tt2231874,,English,0.0,others
Dawn of the Beast,2021-04-02,82 min,"Horror, Mystery",,,4.1,899,tt13430932,,English,0.0,others
Thunder Force,2021-04-09,106 min,"Action, Adventure, Comedy",1 nomination,34.0,4.5,"43,318",tt10121392,,English,0.0,netflix
Arlo the Alligator Boy,2021-04-16,90 min,"Animation, Adventure, Comedy",6 nominations,,6.4,"1,185",tt13454122,,English,0.0,netflix
Stowaway,2021-04-22,116 min,"Adventure, Sci-Fi, Thriller",,63.0,5.6,"48,200",tt9203694,,English,10000000.0,others
The Mitchells vs the Machines,2021-04-30,114 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 46 wins & 58 nominations total,81.0,7.6,"114,198",tt7979580,,English,,others
Vanquish,2021-04-16,94 min,"Action, Thriller",1 win & 2 nominations,22.0,2.9,"4,644",tt5932368,,"English, French, German",0.0,others
The Deep Ones,2020-09-19,83 min,"Horror, Sci-Fi",5 wins,,4.1,727,tt11548850,,"English, Finnish, Swiss German",500000.0,others
Things Heard & Seen,2021-04-29,121 min,"Drama, Horror, Mystery",1 win,49.0,5.3,"33,093",tt10962368,,English,0.0,netflix
Without Remorse,2021-04-30,109 min,"Action, Thriller, War",1 nomination,41.0,5.8,"60,442",tt0499097,,English,,others
The Virtuoso,2021-04-30,110 min,"Action, Thriller",,24.0,4.9,"8,312",tt4136456,,English,0.0,others
Above Suspicion,2021-05-07,104 min,"Action, Biography, Crime",,46.0,5.7,"6,821",tt5688068,,English,0.0,others
Reboot Camp,2021-05-04,97 min,Comedy,7 wins,,4.7,"1,842",tt11111286,,English,0.0,others
Benny Loves You,2021-02-15,94 min,"Comedy, Fantasy, Horror",3 wins & 4 nominations,,5.6,"2,513",tt3917506,,English,10000.0,others
Oxygen,2021-05-12,100 min,"Drama, Fantasy, Sci-Fi",1 nomination,67.0,6.5,"40,634",tt6341832,,French,6800.0,netflix
Army of the Dead,2021-05-21,148 min,"Action, Crime, Drama",1 win & 4 nominations,57.0,5.7,"176,911",tt0993840,,"Bable, Polish, English, Spanish, German, French",0.0,netflix
The Woman in the Window,2021-05-14,100 min,"Crime, Drama, Mystery",6 nominations,41.0,5.7,"77,990",tt6111574,,English,4000000.0,netflix
Georgetown,2021-05-14,99 min,"Biography, Crime, Drama",,49.0,6.2,"4,577",tt4669252,,English,0.0,others
616 Wilford Lane,2021-05-18,85 min,Horror,,,4.2,448,tt10225926,,English,0.0,others
Blast Beat,2020-01-26,105 min,Drama,1 win & 2 nominations,53.0,5.3,281,tt10767066,,"English, Spanish",0.0,others
Flashback,2021-06-04,97 min,"Drama, Mystery, Thriller",3 nominations,49.0,5.3,"6,510",tt8372094,,English,0.0,others
Under the Stadium Lights,2021-06-04,109 min,"Action, Drama, Sport",,31.0,3.9,432,tt6384920,,English,0.0,others
Grace and Grit,2021-06-04,111 min,"Biography, Drama, Romance",,,5.1,317,tt3910630,,English,6000000.0,others
Infinite,2021-06-10,106 min,"Action, Sci-Fi, Thriller",1 win & 3 nominations,28.0,5.4,"54,481",tt6654210,,English,0.0,others
Wish Dragon,2021-06-11,98 min,"Animation, Adventure, Comedy",4 nominations,59.0,7.2,"29,009",tt5562070,,English,0.0,others
Luca,2021-06-18,95 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 4 wins & 78 nominations total,71.0,7.4,"170,435",tt12801262,,"English, Italian",200000000.0,others
Fatherhood,2021-06-18,109 min,"Comedy, Drama",1 nomination,53.0,6.6,"39,758",tt4733624,,English,0.0,others
The Birthday Cake,2021-06-18,93 min,"Crime, Thriller",,58.0,4.3,"1,684",tt10719958,,English,0.0,others
Love Spreads,2021-06-18,93 min,Comedy,,,3.6,181,tt11777510,,English,0.0,others
A Crime on the Bayou,2021-06-18,91 min,Documentary,2 nominations,81.0,6.5,96,tt10837932,,English,0.0,others
Good on Paper,2021-06-23,92 min,"Comedy, Romance",,54.0,5.6,"12,956",tt8231668,,English,0.0,netflix
The Ice Road,2021-06-25,109 min,"Action, Adventure, Thriller",2 nominations,42.0,5.6,"43,193",tt3758814,,English,0.0,others
False Positive,2021-06-25,92 min,"Horror, Mystery, Thriller",,54.0,4.7,"6,481",tt10096842,,English,0.0,others
Mary J Blige's My Life,2021-06-25,82 min,Documentary,3 nominations,56.0,6.6,603,tt11383348,,English,,others
Rollers,2021-06-25,,Comedy,,,,48,tt9124868,,English,0.0,others
America: The Motion Picture,2021-06-30,98 min,"Animation, Action, Adventure",,38.0,5.6,"6,837",tt6733874,,English,0.0,netflix
No Sudden Move,2021-07-01,115 min,"Crime, Drama, Mystery",,76.0,6.4,"37,183",tt11525644,,English,0.0,others
The Tomorrow War,2021-07-02,138 min,"Action, Adventure, Drama",8 nominations,45.0,6.5,"211,583",tt9777666,,English,200000000.0,others
Fear Street: Part One - 1994,2021-07-02,107 min,"Drama, Horror, Mystery",2 wins & 1 nomination,67.0,6.2,"84,897",tt6566576,,English,,others
Till Death,2021-07-02,88 min,Thriller,,66.0,5.8,"23,409",tt11804152,,English,0.0,others
Let Us In,2021-07-02,84 min,"Horror, Sci-Fi",,56.0,4.4,627,tt10533804,,English,0.0,others
Fear Street: Part Two - 1978,2021-07-09,109 min,"Drama, Horror, Mystery",1 win & 2 nominations,61.0,6.7,"67,914",tt9701940,,English,,others
Gunpowder Milkshake,2021-07-14,114 min,"Action, Crime, Thriller",4 nominations,47.0,6.0,"46,876",tt8368408,,"English, Russian",30000000.0,others
Fear Street: Part Three - 1666,2021-07-16,114 min,"Horror, Mystery",1 win & 1 nomination,68.0,6.6,"56,279",tt9701942,,English,,others
Die in a Gunfight,2021-07-16,92 min,"Action, Comedy, Crime",,23.0,4.4,"3,058",tt1697800,,"English, Latin, French",0.0,others
Out of Death,2021-07-16,96 min,"Crime, Thriller",1 nomination,,3.3,"5,243",tt12528166,,English,0.0,others
How It Ends,2018-07-13,113 min,"Action, Drama, Horror",5 nominations,36.0,5.0,"55,180",tt5246700,,English,20000000.0,netflix
Trollhunters: Rise of the Titans,2021-07-21,104 min,"Animation, Action, Adventure",4 nominations,,6.6,"5,382",tt12851396,,"English, Mandarin, Portuguese",0.0,netflix
Jolt,2021-07-23,91 min,"Action, Comedy, Crime",1 win,48.0,5.6,"32,755",tt10228134,,English,0.0,others
Midnight in the Switchgrass,2021-07-23,99 min,"Action, Crime, Thriller",2 nominations,24.0,4.5,"8,658",tt11656220,,English,15000000.0,others
Broken Diamonds,2021-07-23,90 min,Drama,1 win & 1 nomination,34.0,5.6,292,tt6484398,,English,0.0,others
Val,2021-08-06,109 min,"Documentary, Biography",3 wins & 23 nominations,73.0,7.6,"13,303",tt14731254,,English,0.0,others
Vivo,2021-08-06,95 min,"Animation, Adventure, Comedy",1 win & 17 nominations,66.0,6.7,"19,908",tt6338498,,"English, Spanish",0.0,others
Ride the Eagle,2021-07-30,88 min,"Comedy, Drama",,54.0,6.3,"3,273",tt14673560,,English,0.0,others
The Evening Hour,2021-07-13,114 min,Drama,3 nominations,47.0,5.4,313,tt5554356,,English,0.0,others
Swan Song,2021-12-17,116 min,"Drama, Romance, Sci-Fi",Nominated for 1 BAFTA Award2 wins & 11 nominations total,66.0,6.8,"15,238",tt13207508,,English,0.0,others
She Ball,2022-05-09,97 min,"Comedy, Drama, Sport",4 nominations,,3.2,415,tt7768784,,English,0.0,others
The Kissing Booth 3,2021-08-11,112 min,"Comedy, Romance",,36.0,4.8,"18,424",tt12783454,,English,0.0,netflix
Homeroom,2021-08-12,90 min,Documentary,2 wins & 4 nominations,68.0,5.7,266,tt13622168,,English,0.0,others
Beckett,2021-08-13,110 min,"Action, Crime, Drama",1 nomination,52.0,5.7,"27,020",tt10230994,,"English, Greek",0.0,netflix
CODA,2021-08-13,111 min,"Comedy, Drama, Music",Won 3 Oscars. 65 wins & 140 nominations total,72.0,8.0,"143,193",tt10366460,,"American Sign , English",10000000.0,others
